age,rq1,rq2,rq3,st_5
36,3,3,8,10
31,4,4,7,11
16,3,3,2,10
32,5,5,5,14
19,3,3,3,9
20,1,1,1,12
17,5,7,8,9
13,3,1,3,15
28,10,10,10,9
21,1,2,1,13
47,5,5,4,8
69,5,5,5,11
24,6,8,8,8
22,5,3,3,8
31,1,10,2,12
22,2,5,4,14
29,7,7,7,8
34,7,6,6,9
32,8,8,6,13
17,3,3,6,15
23,10,10,2,10
18,10,10,5,9
19,4,4,8,10
25,7,1,2,11
15,8,5,9,8
23,5,5,9,9
36,7,7,8,10
24,10,1,10,9
17,7,8,6,9
18,8,8,4,11
25,2,3,3,10
27,5,2,2,13
20,1,7,7,8
23,4,4,9,11
25,5,10,8,10
20,8,8,7,10
32,1,2,10,15
18,1,1,1,11
24,8,9,7,10
29,7,5,6,10
20,4,4,4,9
21,1,5,4,9
21,7,7,7,8
30,7,8,10,8
35,2,2,8,9
24,6,3,6,11
21,1,2,5,11
29,5,4,5,15
17,1,8,5,11
19,5,4,5,8
51,5,5,5,9
71,9,9,9,10
25,5,7,8,11
25,3,7,10,12
35,7,9,5,8
29,2,2,10,14
28,7,5,9,13
16,6,5,5,10
38,7,7,7,11
19,1,1,9,10
18,5,5,7,8
36,6,6,8,10
21,3,5,5,13
51,6,7,7,8
39,5,6,8,12
49,3,3,5,13
41,8,5,6,8
28,5,5,9,8
23,3,4,8,8
24,5,1,6,11
24,10,3,10,9
18,2,2,10,9
25,8,6,8,9
22,1,2,3,12
23,3,3,5,9
21,5,1,10,8
13,5,7,6,15
24,3,5,9,8
20,6,5,7,11
30,5,5,5,13
25,3,3,8,9
19,5,8,9,8
44,5,5,5,9
46,3,3,4,9
21,5,8,5,15
21,3,3,3,13
70,8,8,8,10
14,1,3,3,11
16,2,2,5,10
27,9,9,7,8
25,10,10,7,9
46,5,4,2,10
59,7,7,9,8
48,9,2,10,8
52,5,10,7,10
17,3,3,3,12
42,10,1,10,15
13,5,3,10,9
20,1,1,2,14
85,9,8,9,10
34,2,4,4,12
51,7,7,8,10
23,3,2,3,12
30,5,6,9,10
48,4,5,2,9
31,6,10,10,14
32,1,1,8,10
34,10,10,10,15
20,7,4,5,13
29,4,8,5,13
55,10,8,9,13
48,6,6,5,8
35,8,8,8,13
46,5,5,5,8
29,6,6,5,10
12,5,3,10,13
20,5,8,8,10
25,10,10,10,9
25,5,8,10,8
28,9,9,9,10
26,10,6,6,11
26,6,6,5,8
25,2,1,4,8
24,7,4,5,12
29,5,4,5,11
27,6,6,3,12
19,10,7,10,9
26,8,9,9,11
25,4,4,5,9
28,6,5,10,9
22,1,7,5,11
27,1,8,8,8
27,8,6,6,8
33,0,0,0,9
41,5,4,3,9
30,5,5,5,11
35,5,5,5,9
29,7,7,8,10
32,1,1,2,11
38,5,5,5,10
19,6,3,10,9
23,4,6,8,12
61,3,3,9,8
18,2,2,5,11
20,4,4,4,12
30,9,9,10,12
25,7,5,8,14
32,9,9,9,9
15,5,3,3,9
14,4,6,6,8
24,7,8,9,12
19,8,8,9,10
18,5,9,6,11
20,10,10,10,8
20,8,9,8,8
22,2,5,4,14
21,5,3,8,13
20,7,5,7,12
38,10,5,10,11
28,5,6,6,10
25,5,3,8,8
25,1,1,1,15
19,9,7,10,8
50,3,3,7,11
18,8,5,10,8
21,8,5,6,8
29,5,7,7,9
17,1,4,5,12
32,0,0,0,9
33,6,6,7,8
30,2,2,5,13
41,6,10,6,9
46,6,5,5,8
29,8,8,8,8
26,4,5,6,11
24,9,7,8,8
41,8,6,8,11
23,3,1,3,13
27,1,2,4,15
22,10,10,10,8
23,5,8,5,8
30,5,10,10,10
30,5,5,2,8
14,6,7,8,8
27,4,3,4,10
32,3,2,4,9
37,5,4,4,9
45,7,8,8,8
15,4,5,3,9
29,3,3,10,10
29,1,1,1,14
33,5,5,5,14
29,7,7,7,8
24,6,10,8,11
18,5,4,7,9
26,3,3,8,10
23,5,4,4,14
20,6,6,8,9
24,6,2,7,10
13,4,4,8,12
16,2,4,5,14
21,5,5,9,8
18,2,2,8,15
33,8,8,8,10
33,4,3,4,13
15,6,10,10,8
40,10,1,10,8
24,8,8,10,9
14,6,2,8,10
12,5,4,3,8
18,5,8,8,12
59,10,10,10,15
17,9,9,9,10
43,1,1,7,11
23,10,1,10,8
19,9,5,9,9
13,2,1,3,9
40,1,1,4,13
14,7,7,6,9
53,9,9,8,8
31,8,7,8,11
30,3,3,4,8
21,5,1,5,11
27,5,5,10,13
57,8,7,7,9
14,5,1,2,11
59,5,10,5,8
24,8,8,9,10
15,4,4,4,11
38,5,5,5,15
26,2,2,3,10
20,1,3,6,10
21,4,5,5,8
61,2,2,7,9
20,6,6,10,9
45,5,10,8,9
19,2,10,1,8
24,5,2,5,10
21,10,3,9,8
21,8,8,6,10
21,10,10,10,8
50,7,7,7,8
31,8,8,8,11
31,6,6,6,9
61,5,4,6,8
48,6,6,7,9
19,9,8,8,8
20,9,9,8,11
19,2,4,5,9
31,5,5,6,9
25,7,6,9,10
52,9,9,8,8
22,3,5,3,11
50,6,10,8,8
14,6,6,4,13
29,8,8,10,9
29,8,9,10,14
25,10,5,10,10
25,7,8,8,8
26,7,8,9,9
27,8,8,8,13
19,6,2,5,10
34,7,7,9,11
21,8,8,8,13
44,6,6,5,10
21,3,4,4,11
24,4,10,5,8
52,10,7,10,9
19,3,5,7,11
29,1,1,1,15
63,8,8,8,9
36,4,4,4,11
21,8,10,9,10
21,5,5,5,11
49,8,8,10,12
18,6,10,10,10
35,7,7,8,10
23,3,3,3,10
20,5,5,5,13
17,6,8,8,12
29,6,9,9,9
48,7,7,9,15
58,5,5,5,10
40,5,5,2,13
32,1,2,3,8
18,10,10,10,15
48,10,10,10,9
32,1,4,4,10
44,4,4,4,14
48,5,6,5,8
25,7,7,7,10
24,5,6,7,12
20,10,2,3,10
36,5,3,9,12
60,10,1,5,9
34,5,7,7,8
21,10,2,10,10
35,7,10,7,10
35,1,2,3,14
21,10,10,9,10
25,7,5,7,8
19,1,4,4,14
79,7,6,5,8
44,5,10,8,11
43,3,1,1,14
29,1,1,1,12
21,6,6,7,11
15,10,10,9,8
27,2,2,2,8
42,4,9,8,8
35,10,9,9,10
17,3,3,5,9
23,5,5,4,9
62,3,10,9,8
37,8,5,7,10
23,5,9,10,10
25,1,7,10,8
24,3,5,7,9
33,6,5,5,8
26,6,6,7,10
57,5,8,6,9
41,5,5,5,12
30,1,3,1,15
15,3,2,6,12
25,10,10,8,10
31,5,7,6,12
64,10,1,3,13
30,8,5,5,10
30,8,2,7,13
44,7,7,8,8
25,7,7,10,9
31,10,5,6,13
52,5,5,8,10
35,8,8,8,8
30,10,10,7,8
23,7,4,9,10
19,5,5,1,14
92,6,6,6,9
13,8,8,4,8
16,5,8,8,12
51,7,7,7,8
19,7,9,10,11
40,1,7,5,10
27,2,2,9,9
21,5,6,5,8
22,2,3,2,14
24,5,5,5,9
56,3,4,4,10
38,2,7,4,14
27,2,2,1,12
56,3,3,10,8
19,6,6,6,15
25,10,10,8,10
39,7,5,5,9
22,5,5,5,10
25,8,8,6,10
54,9,9,9,8
12,5,5,6,10
55,4,5,5,9
26,3,1,7,14
54,5,5,3,9
16,8,8,4,9
52,10,5,10,11
31,1,8,5,10
26,3,2,10,10
25,10,10,10,15
41,10,5,10,13
37,4,10,10,8
27,3,3,7,10
69,4,4,4,9
28,1,3,1,14
15,7,7,3,9
35,8,8,8,8
18,4,7,2,9
23,10,6,7,11
20,3,10,5,8
29,1,1,1,14
20,8,8,8,8
26,8,6,7,8
27,4,5,5,13
41,10,5,10,10
28,7,7,7,9
31,4,1,10,15
47,7,7,7,15
15,4,4,8,12
42,9,6,8,10
22,8,9,10,8
41,4,9,8,8
52,5,5,5,8
24,8,5,6,13
16,5,6,10,12
46,8,7,7,9
18,2,5,2,12
43,8,6,8,8
24,1,5,3,10
41,10,10,10,8
49,5,5,5,8
33,3,9,7,8
14,8,8,8,9
15,4,9,10,9
44,2,2,2,8
20,5,5,2,13
52,10,8,8,11
35,3,1,4,9
17,9,9,10,8
24,4,3,6,12
20,4,4,8,12
13,2,1,3,9
29,3,3,5,14
19,8,8,7,12
26,7,7,8,10
28,6,5,6,8
19,4,4,2,10
22,8,5,10,12
24,5,2,8,10
17,8,8,9,9
17,7,10,8,9
20,2,3,6,11
18,10,4,10,8
29,9,6,9,9
19,4,9,6,8
58,7,9,8,8
25,3,3,9,10
47,2,3,2,14
45,7,7,10,12
16,5,4,10,8
85,5,5,6,8
25,5,4,7,10
42,5,8,4,11
48,10,4,10,8
23,2,8,2,12
36,7,7,7,10
31,6,10,5,11
29,7,7,5,8
22,5,5,5,10
23,6,3,5,9
26,8,8,10,9
49,10,7,10,10
26,8,8,9,9
29,9,9,8,8
20,1,1,3,12
22,8,7,8,8
25,5,5,6,9
20,5,6,7,8
22,5,3,6,9
24,7,3,7,13
23,10,10,7,10
59,6,6,6,9
25,1,2,2,14
29,2,3,3,9
28,10,1,9,10
24,2,2,2,12
30,7,7,5,10
33,7,1,9,15
31,8,10,10,9
57,7,8,8,8
24,8,8,8,8
26,10,10,10,9
22,5,3,8,10
15,9,8,7,11
38,7,7,9,10
17,10,8,8,10
28,10,3,10,9
14,4,1,5,15
24,2,4,6,8
32,8,7,7,8
25,7,2,5,8
49,8,8,8,11
34,2,5,5,13
21,4,3,7,11
19,7,5,8,14
25,8,3,7,9
25,5,1,5,15
21,3,4,3,9
20,2,2,2,12
22,10,10,10,8
22,4,5,4,9
35,6,4,6,14
26,8,3,7,9
16,3,4,4,9
29,9,7,8,8
56,7,9,10,8
23,8,5,9,14
37,1,1,3,14
50,5,3,4,8
22,10,5,5,11
21,1,1,1,12
17,5,7,7,15
34,10,4,4,9
39,10,5,10,8
23,1,1,1,13
23,2,2,3,13
23,8,5,8,13
26,7,8,8,8
27,3,3,3,8
25,5,5,9,10
22,8,8,7,10
30,1,1,10,10
26,1,5,5,11
13,5,1,3,10
24,8,8,7,8
35,3,8,10,12
22,3,5,7,9
36,5,7,6,10
33,7,7,7,15
31,5,5,2,10
35,5,5,4,10
39,9,9,9,9
33,3,4,4,9
31,7,6,6,9
33,5,5,8,9
20,3,5,2,12
29,5,5,10,8
29,3,3,4,10
35,7,3,7,8
23,3,1,1,15
27,7,7,7,11
68,8,9,5,9
35,6,8,7,8
24,8,6,7,11
23,3,2,1,11
23,6,8,5,9
50,5,5,5,12
36,1,1,1,11
39,5,7,5,14
19,3,3,4,10
29,1,1,8,12
27,1,10,10,11
23,3,2,4,8
25,5,3,5,9
15,5,3,1,10
43,5,3,3,14
41,6,7,7,8
19,6,8,7,11
25,9,5,10,12
24,6,8,5,12
34,9,9,9,10
29,8,10,7,11
31,4,4,5,14
73,6,8,6,11
26,6,6,10,10
30,5,4,4,14
44,10,10,10,10
25,5,5,7,8
19,10,10,10,8
44,8,8,8,12
14,5,4,4,8
26,9,9,7,9
17,8,8,10,8
49,8,9,10,12
27,1,1,1,11
21,4,4,5,10
26,5,8,8,9
26,4,4,5,9
26,4,8,4,11
24,6,6,6,10
35,6,6,6,9
18,5,2,5,10
51,1,1,1,14
25,9,6,4,10
51,10,10,10,9
26,1,1,8,8
18,7,7,6,12
24,7,2,9,14
20,10,10,10,11
13,8,4,6,8
31,1,1,5,13
18,5,5,5,15
15,3,2,5,12
31,4,5,4,12
26,10,10,10,10
23,7,7,9,8
43,6,6,7,12
31,5,1,8,10
18,4,5,5,10
38,1,1,5,9
32,8,6,9,11
16,3,3,4,10
34,5,5,5,10
25,9,9,5,8
25,9,3,9,10
19,1,1,7,12
32,3,4,10,13
24,9,4,6,11
32,8,7,9,9
24,2,5,5,12
19,5,5,5,12
30,8,8,8,8
25,4,10,6,9
31,8,8,8,10
28,5,2,10,8
19,7,7,6,10
21,9,3,5,15
19,1,1,1,15
31,7,7,8,8
32,6,6,6,9
23,3,4,4,10
21,1,1,1,13
19,5,5,1,12
21,8,7,9,8
30,3,3,5,11
24,1,1,5,13
51,5,8,8,10
27,4,1,5,8
46,8,8,8,11
58,8,3,2,10
21,5,5,6,8
35,3,5,5,12
61,5,5,5,10
21,4,2,7,10
28,3,3,9,12
21,5,3,4,10
24,10,10,10,10
49,10,10,10,11
17,3,3,7,12
16,1,1,10,10
55,8,4,5,12
38,4,7,4,13
26,5,6,7,12
26,10,10,10,13
34,2,2,5,8
53,5,7,5,11
36,8,8,8,13
30,5,9,8,10
54,6,7,8,15
24,5,4,5,12
51,6,6,7,8
81,6,6,6,9
28,9,10,10,14
51,1,1,1,11
48,5,8,5,8
20,5,5,8,12
18,7,1,7,12
48,5,5,5,10
25,9,2,6,10
42,2,2,2,10
14,7,7,9,11
25,5,6,6,8
39,5,5,5,10
26,3,7,3,13
22,5,5,5,9
65,9,9,10,8
38,4,5,6,9
24,8,8,4,8
19,8,5,2,12
26,6,5,7,9
46,4,4,4,10
20,5,6,8,10
17,9,2,9,8
54,3,5,5,9
27,2,2,9,10
27,5,5,5,14
15,4,4,3,12
65,5,5,5,10
16,4,8,4,11
47,10,5,9,8
32,4,5,3,14
50,7,7,7,9
55,7,7,7,8
21,9,4,10,8
35,6,6,8,9
60,10,10,10,11
16,7,3,3,11
17,10,10,7,9
26,3,3,3,13
24,8,7,9,8
20,7,7,9,8
49,6,8,6,8
43,5,5,5,11
22,9,9,8,8
39,7,7,8,8
28,2,4,3,10
17,4,5,6,10
24,5,5,8,8
30,4,4,4,8
48,5,10,8,12
32,8,9,8,10
24,1,1,1,10
31,5,7,8,10
50,8,8,9,11
81,4,5,4,11
20,8,6,8,8
18,6,6,8,10
33,10,10,4,14
35,1,1,3,10
20,1,2,1,15
14,5,1,5,14
18,10,3,7,13
23,4,6,5,12
18,5,8,8,14
25,4,3,3,14
20,5,5,7,8
14,5,4,4,12
19,1,2,1,15
20,6,6,10,11
38,10,9,1,8
35,10,10,5,10
19,3,2,3,10
18,5,8,1,12
38,5,4,6,11
33,1,1,1,15
26,4,4,4,10
46,7,4,7,8
35,1,1,1,14
25,5,4,5,14
52,5,5,7,8
30,1,1,7,12
26,2,4,4,11
20,10,7,10,14
21,9,9,6,9
42,10,5,2,15
41,5,5,7,9
24,4,2,2,15
28,3,4,10,10
21,8,8,3,11
31,4,5,4,9
23,4,4,4,9
17,9,3,8,12
30,9,8,8,8
44,5,5,4,9
50,2,5,5,8
27,1,5,4,15
47,3,3,9,9
15,1,5,6,12
25,10,5,6,12
35,7,9,7,8
21,5,4,10,12
22,8,7,8,9
41,8,7,8,11
30,4,4,7,9
34,8,3,8,9
31,8,8,8,8
35,1,5,9,10
39,5,5,7,8
50,7,8,6,10
63,10,8,10,9
46,3,7,5,10
22,6,6,6,9
38,3,5,6,8
19,5,5,9,9
29,5,1,5,11
22,3,5,5,9
35,5,5,7,14
57,8,8,8,10
45,4,4,5,10
58,8,8,10,11
22,5,3,6,12
28,5,5,10,10
31,3,3,9,12
56,8,5,5,9
14,2,2,8,8
42,4,4,5,8
24,4,5,5,8
24,1,4,5,10
21,6,4,10,10
11,4,4,5,8
28,3,5,5,9
21,4,5,4,13
29,5,2,9,12
44,8,9,8,8
19,9,9,9,8
24,5,3,3,10
36,5,6,7,12
32,4,5,3,8
31,2,1,2,9
23,10,1,1,13
21,6,6,5,10
17,1,5,9,15
25,4,3,6,14
34,9,5,9,8
30,10,1,10,15
22,7,9,9,9
37,5,5,5,9
20,3,10,10,8
29,6,2,10,8
15,9,9,10,12
40,5,5,10,9
35,8,8,5,9
21,1,4,5,14
15,4,1,3,10
19,4,4,1,10
43,5,7,7,8
51,9,9,9,8
34,0,0,0,8
23,8,7,10,10
32,5,5,10,11
23,9,9,8,9
73,10,10,10,15
18,4,1,3,9
49,2,2,2,13
19,2,2,2,12
26,1,1,1,13
22,8,3,5,14
32,4,3,5,14
30,1,8,10,10
34,5,5,10,10
30,7,7,7,10
31,5,5,5,8
48,8,5,6,10
19,3,3,8,15
24,4,4,9,12
18,4,7,8,9
41,10,10,10,8
27,6,4,8,8
19,10,10,7,10
15,6,7,3,8
48,7,10,10,8
44,3,7,7,10
29,2,2,2,13
19,6,6,5,8
24,5,5,5,8
25,4,4,10,10
26,7,7,8,10
15,5,5,3,11
33,9,8,10,10
49,5,5,7,9
25,4,1,5,13
80,4,4,8,10
28,3,1,5,10
45,9,5,10,12
23,10,10,10,11
33,4,4,4,11
33,7,7,5,13
20,5,5,8,13
25,4,1,5,14
36,1,1,5,15
40,10,10,10,10
52,8,10,10,8
47,7,7,7,9
21,7,7,8,8
27,10,10,10,9
47,1,1,5,13
22,7,4,7,10
22,2,5,4,13
18,7,5,8,11
64,5,5,5,8
26,2,5,5,10
30,5,7,6,8
19,7,7,7,9
44,5,7,8,10
41,5,5,8,8
85,6,7,6,11
28,5,9,8,11
17,5,5,8,10
21,5,9,7,9
31,7,7,7,8
22,3,2,2,11
23,7,7,10,8
19,8,8,6,9
24,10,1,1,11
55,10,7,5,11
24,7,6,8,10
42,6,6,8,8
35,1,6,10,13
39,10,2,10,9
48,4,4,4,8
20,1,5,10,14
24,8,7,9,8
31,6,7,7,11
40,7,7,8,9
20,3,4,4,9
27,4,3,8,13
22,3,1,2,14
34,4,7,9,8
26,8,3,4,11
23,6,6,3,8
23,10,4,8,9
32,5,5,5,11
30,8,8,10,12
21,10,10,10,11
31,3,1,2,15
21,3,4,2,12
24,5,4,4,8
34,8,8,8,8
37,10,10,10,9
28,2,2,1,10
19,9,9,9,13
23,10,4,10,10
19,8,3,4,10
24,7,7,8,10
26,2,3,5,9
16,1,1,2,14
21,5,5,9,10
39,8,8,10,11
29,8,4,6,12
22,5,1,8,8
19,1,2,1,15
22,10,3,8,13
24,8,8,7,10
30,7,7,7,13
22,4,5,5,15
24,2,3,3,10
25,8,5,8,15
19,6,6,7,9
31,5,7,5,10
22,10,6,4,10
50,5,5,5,10
26,3,10,7,8
17,4,2,5,13
26,5,6,3,12
19,10,1,7,10
19,10,6,4,14
19,10,10,8,11
25,3,3,2,10
35,4,2,5,11
24,2,6,5,8
34,3,5,3,13
20,8,8,9,12
23,6,6,7,8
17,10,7,8,9
32,5,5,10,11
44,7,7,9,9
48,10,10,10,14
24,3,4,4,10
26,3,3,5,11
25,6,6,7,8
29,1,1,1,13
25,5,5,6,10
38,2,1,10,14
27,4,4,7,14
31,5,4,6,10
20,2,2,5,15
19,9,5,7,10
26,1,1,1,15
21,7,7,6,11
41,8,5,6,11
26,4,4,4,8
40,9,9,9,10
50,9,9,10,11
25,2,5,10,8
16,1,2,3,12
30,10,10,10,12
21,6,4,6,9
50,5,10,9,9
25,4,5,5,10
22,5,5,8,11
45,10,10,5,9
22,1,3,2,13
48,6,7,8,8
19,7,5,7,9
24,4,4,7,11
43,1,1,3,12
27,6,6,8,9
20,7,7,9,10
47,5,5,7,8
73,7,5,7,8
22,2,8,5,13
26,3,3,3,10
24,5,5,10,9
34,5,8,9,9
25,5,8,5,8
18,5,5,5,11
19,1,2,1,15
27,5,3,4,12
23,4,4,5,12
24,4,4,4,8
14,1,5,2,9
24,10,5,9,11
12,8,8,9,8
20,6,9,9,10
24,9,8,8,8
21,7,2,7,14
26,5,5,5,15
26,8,4,5,11
50,3,3,1,11
31,5,5,10,8
44,5,3,4,12
42,7,7,6,12
60,6,7,7,9
21,5,2,3,12
19,6,8,10,9
20,2,2,2,8
22,2,5,6,10
27,1,1,8,11
21,4,9,9,8
27,4,5,5,12
62,9,9,9,9
13,7,7,9,11
34,10,10,8,8
30,10,10,10,8
23,6,6,7,8
29,7,7,7,9
19,1,1,2,12
20,7,8,8,10
43,8,5,8,9
26,3,3,10,8
73,6,4,4,9
28,2,1,2,15
30,2,2,9,11
19,3,10,3,13
20,5,5,4,10
25,5,5,5,10
21,8,5,8,12
29,6,6,6,10
37,9,8,9,15
34,8,8,10,8
25,8,8,9,11
24,1,2,5,9
27,7,10,10,8
47,5,6,10,10
23,10,10,9,12
22,10,5,9,14
24,4,2,3,8
26,5,3,4,10
30,2,2,2,8
19,5,7,5,12
21,9,9,9,10
24,3,3,5,9
43,1,2,2,11
41,4,4,8,8
19,4,7,3,10
26,5,6,7,8
20,6,6,8,8
21,2,2,5,11
54,8,10,8,9
18,10,10,10,9
24,5,7,9,11
14,10,1,10,15
30,6,6,7,9
16,5,8,5,15
25,5,2,5,8
29,10,4,10,14
21,6,9,7,9
38,5,10,5,9
73,5,5,5,10
30,8,8,8,9
27,10,2,10,8
16,6,10,6,8
21,8,8,8,9
24,2,2,5,9
21,5,4,4,9
46,3,1,10,10
23,3,4,4,10
25,7,6,10,8
13,1,1,8,11
33,7,7,8,11
23,6,4,3,12
27,8,9,8,8
21,9,9,7,10
22,5,6,6,11
54,4,5,5,9
13,3,3,5,10
23,9,9,7,9
25,5,8,8,9
19,10,2,10,11
19,3,8,2,11
25,2,2,7,11
17,4,1,8,13
38,3,4,4,10
31,2,2,2,9
18,1,1,2,12
19,3,3,2,12
27,4,4,4,12
57,10,10,10,10
23,1,9,5,13
13,8,9,10,8
17,6,6,7,8
27,5,1,5,11
31,8,8,8,11
28,8,8,9,8
20,8,8,8,15
39,1,3,5,11
32,3,3,6,15
19,10,5,8,11
52,5,5,10,15
21,4,4,9,11
18,4,4,6,14
19,7,10,6,14
46,1,2,2,9
30,3,3,4,10
30,4,7,4,10
31,10,10,10,15
19,4,6,5,11
35,9,9,9,9
19,5,8,6,11
33,8,8,7,12
36,5,5,5,13
24,10,10,4,11
35,8,8,8,8
39,7,7,7,8
25,5,3,10,13
40,8,9,8,8
35,10,10,10,9
24,7,7,7,12
25,5,10,2,10
19,8,9,9,9
36,2,2,5,9
38,1,8,8,10
18,7,9,9,11
21,8,8,5,8
20,5,3,3,14
47,3,3,7,9
48,8,7,8,13
31,5,7,8,12
35,3,7,7,8
28,3,4,5,9
35,5,5,5,10
26,8,10,10,12
20,3,3,8,10
19,2,1,1,15
29,2,4,2,13
14,2,2,1,10
30,7,7,8,12
26,5,4,5,9
19,10,2,2,9
50,9,9,9,9
19,3,5,7,9
25,10,8,4,15
34,1,1,5,12
25,5,5,8,8
26,3,3,7,12
58,6,7,7,8
45,10,5,10,11
32,6,8,8,8
29,8,9,9,8
14,2,2,3,11
16,3,5,3,11
27,8,2,5,11
33,7,7,7,9
25,2,1,2,12
27,8,5,6,15
38,10,10,10,10
16,4,5,6,8
28,5,9,5,11
22,2,3,1,14
47,8,8,8,8
27,1,1,9,13
25,4,8,10,9
22,9,9,10,14
21,3,1,3,11
23,4,4,4,9
40,8,8,10,8
23,9,6,10,10
30,5,10,2,9
23,7,7,10,10
18,4,5,4,11
30,10,5,5,8
25,5,5,5,9
25,5,5,8,11
32,3,5,1,12
29,10,10,10,10
61,9,8,9,9
27,4,6,4,8
27,5,8,8,8
31,10,6,9,14
27,3,3,5,9
37,1,5,4,8
27,1,1,1,14
19,7,7,8,9
18,5,5,3,10
16,8,8,6,9
54,10,10,9,8
36,6,4,4,10
28,5,5,5,10
28,6,8,7,8
33,8,1,4,13
27,7,7,8,8
53,5,5,10,8
28,5,5,5,10
49,6,5,6,9
23,9,5,8,11
31,5,4,3,11
25,3,3,5,9
31,7,8,8,10
35,7,4,6,11
36,3,1,6,10
29,1,1,3,15
57,8,8,8,9
19,4,5,6,9
36,1,1,2,13
23,5,5,8,13
27,5,5,5,12
22,5,7,5,9
32,5,5,6,11
19,9,5,10,8
50,5,5,5,8
13,4,4,7,9
26,3,3,4,8
14,3,3,10,10
26,4,3,9,10
82,7,7,6,8
54,5,7,7,9
19,5,5,5,10
53,4,3,4,12
23,5,10,7,8
22,5,5,5,9
14,5,5,5,9
22,8,8,6,9
27,3,3,8,9
24,5,7,7,9
18,4,1,5,8
22,8,8,9,8
35,7,9,9,11
14,8,8,9,10
25,8,8,8,8
38,5,5,5,15
23,5,5,4,11
35,6,6,5,10
21,10,1,7,13
24,8,8,6,12
20,1,1,1,13
24,10,6,8,8
23,6,1,8,15
37,2,3,3,15
12,5,8,5,9
18,5,8,5,9
33,2,1,2,11
14,6,6,5,8
49,5,5,5,12
30,8,8,6,10
37,8,9,8,9
19,7,7,9,9
28,5,5,6,10
37,5,5,5,8
19,10,5,7,13
27,6,7,6,8
12,8,8,9,9
22,7,8,8,12
24,8,8,7,14
65,10,9,5,10
29,5,5,5,10
21,1,3,4,9
23,7,2,6,15
93,4,4,4,13
28,9,9,9,10
51,5,5,10,8
23,5,5,5,9
24,4,4,6,10
26,3,3,3,13
39,8,8,8,8
28,10,8,8,11
49,6,6,6,8
22,5,6,6,10
19,4,2,4,14
44,4,2,2,9
39,5,8,3,11
18,3,4,6,8
52,4,4,4,9
35,5,6,5,8
19,3,3,4,8
31,8,1,4,13
67,3,2,1,9
50,8,6,7,9
23,9,5,5,13
34,7,8,8,10
28,2,6,7,9
48,4,4,4,9
32,8,8,9,8
20,5,5,2,13
24,8,8,4,8
27,3,3,10,14
22,8,6,9,8
23,1,1,2,12
39,3,3,5,13
79,10,10,10,8
25,4,5,8,9
38,4,4,6,9
20,3,4,2,12
19,5,10,10,9
33,4,4,4,10
28,5,5,5,8
50,0,0,0,12
30,1,6,2,15
68,9,8,10,15
18,8,8,8,9
23,8,9,4,11
25,7,6,6,8
38,10,10,10,10
26,10,5,10,10
16,7,7,1,9
32,7,7,6,10
20,10,2,8,11
21,1,2,1,14
38,8,9,8,9
25,5,3,4,9
35,1,1,1,15
13,5,4,6,11
25,7,6,3,10
27,5,5,5,15
27,7,6,9,13
27,5,8,9,15
41,2,3,6,9
26,5,7,7,8
18,7,7,10,10
24,4,6,5,10
17,1,5,9,9
24,7,8,7,9
28,6,6,6,8
34,10,10,10,10
21,5,5,5,14
29,7,3,5,10
30,2,1,7,14
30,3,2,5,12
30,7,6,7,10
22,7,9,6,8
19,5,7,7,10
19,9,1,9,11
12,4,4,8,12
15,9,9,8,8
25,10,3,6,10
29,9,10,10,14
16,10,10,10,10
32,3,3,8,11
37,2,2,2,10
26,4,6,5,8
30,10,7,9,10
22,7,7,7,9
30,8,8,8,8
17,5,3,3,11
27,4,4,3,8
25,10,4,6,11
44,10,10,7,10
28,8,8,10,11
20,3,10,6,9
24,10,7,10,10
18,7,5,9,9
14,7,8,9,8
24,1,1,1,10
49,3,3,5,9
16,5,5,6,10
23,4,4,6,11
19,9,10,9,9
38,7,6,7,8
50,8,8,8,9
33,3,3,5,9
24,5,7,8,11
17,8,8,8,10
47,9,5,8,8
25,2,2,4,11
25,5,5,3,12
32,1,5,5,13
34,3,3,3,13
26,10,10,10,12
16,6,7,7,9
19,6,4,10,10
42,7,6,7,8
28,1,1,2,13
17,4,7,8,11
31,6,6,7,11
27,1,10,9,9
31,7,8,9,8
26,1,2,2,9
21,4,4,5,10
18,5,2,6,14
32,6,6,7,8
20,9,9,5,10
23,6,10,10,9
18,5,3,4,12
50,5,10,10,8
70,10,4,10,9
43,5,5,5,8
38,3,8,2,14
33,8,8,9,8
45,5,7,7,10
30,1,1,1,14
13,4,6,7,12
19,8,8,6,10
41,1,5,9,10
52,9,9,9,13
28,6,6,6,9
22,7,2,3,10
18,1,1,1,9
36,10,10,10,8
27,7,8,8,8
23,1,2,2,15
30,7,5,8,15
21,0,0,0,14
39,5,10,10,8
36,3,2,10,11
20,3,3,5,8
16,2,2,5,13
28,6,6,7,13
22,5,5,6,10
19,5,10,5,11
33,10,10,10,8
40,1,5,2,10
36,2,10,10,8
19,3,7,5,10
19,4,6,5,12
35,9,10,9,12
19,4,5,7,11
20,10,5,5,13
25,10,10,7,9
25,10,10,10,8
17,2,3,5,11
20,5,5,8,9
33,5,7,4,9
37,10,10,10,9
29,4,4,5,11
14,9,2,8,11
22,5,5,5,11
20,8,10,6,9
16,9,9,8,8
22,5,1,6,13
27,3,1,3,13
60,5,5,7,8
21,4,4,6,9
24,1,4,1,15
