age,rq1,rq2,rq3,st_5
12,2,2,3,9
25,10,10,9,8
20,7,1,4,13
21,9,9,8,11
48,6,8,7,12
19,7,3,6,9
64,5,5,5,9
40,6,3,5,9
24,8,10,1,8
19,1,1,1,12
29,6,6,10,8
36,9,5,8,8
24,3,9,5,15
54,10,10,10,8
24,4,4,7,10
46,7,7,5,12
25,10,1,10,15
42,6,1,10,15
24,2,1,1,15
28,8,8,8,8
23,5,7,9,8
20,8,5,8,8
16,5,2,8,10
28,5,5,4,12
23,10,10,10,8
26,2,2,5,10
71,2,4,3,8
39,4,6,5,8
37,8,3,7,8
19,3,1,6,12
27,8,4,7,10
27,1,1,8,9
25,6,6,6,9
24,5,7,7,10
24,4,4,4,8
54,6,6,10,8
22,1,4,8,15
22,4,5,4,15
22,8,2,8,11
27,9,9,9,8
19,5,5,3,12
19,10,10,10,13
44,6,5,7,9
20,4,6,8,8
30,8,5,7,8
37,2,10,10,15
28,8,5,5,14
22,5,5,5,8
34,8,8,8,10
42,10,10,5,14
34,3,5,4,13
25,7,4,7,10
42,2,2,5,10
25,5,1,1,12
24,9,1,9,8
17,9,9,5,9
27,6,6,6,10
31,3,5,3,9
16,4,4,7,8
63,8,8,8,10
27,8,8,3,8
49,1,10,5,13
34,10,10,10,10
23,5,5,5,11
26,6,4,7,10
22,5,5,8,8
14,5,6,6,9
14,8,4,9,12
57,8,8,9,10
27,2,10,3,10
23,5,5,7,14
42,7,8,8,8
26,8,5,7,10
33,10,1,5,12
31,6,8,5,9
25,5,9,5,8
34,3,3,4,10
25,1,1,3,13
40,3,3,8,13
33,6,7,7,11
20,7,4,8,11
22,3,2,3,11
19,4,4,4,13
20,1,8,2,12
28,9,7,10,8
42,3,3,4,9
55,5,6,5,8
22,10,10,10,9
43,1,6,7,13
23,8,8,7,8
27,10,10,10,10
23,1,1,3,10
38,1,1,1,13
36,6,7,7,14
40,8,8,6,11
54,8,8,8,8
47,2,5,3,10
15,7,8,5,8
18,8,8,5,9
17,5,7,9,8
17,8,8,8,8
24,4,4,10,11
34,3,2,2,15
43,6,6,7,9
22,1,1,2,10
24,7,7,7,13
21,5,5,8,9
22,6,6,4,8
18,3,5,3,9
22,2,4,7,13
16,6,7,4,8
16,1,2,1,9
18,5,5,5,9
36,10,1,10,8
30,5,8,5,8
28,5,5,6,8
28,6,6,6,8
32,7,5,8,8
16,8,8,9,8
32,3,4,5,13
33,1,3,2,13
15,5,2,6,11
27,5,1,5,13
19,8,7,9,15
23,6,8,6,9
28,8,8,9,11
38,7,8,8,8
50,5,8,8,13
40,8,7,6,10
20,7,7,10,10
25,9,2,10,11
20,8,8,8,10
47,10,10,10,14
24,5,5,8,8
30,5,5,5,8
51,3,3,8,10
19,6,5,10,9
28,5,5,5,10
21,6,6,2,12
24,1,1,1,15
28,6,7,9,12
58,5,5,5,10
35,4,4,5,12
27,7,10,6,13
25,8,7,5,10
18,5,10,8,8
16,5,5,5,9
64,7,8,7,8
38,7,7,7,9
30,10,10,10,8
88,8,8,10,9
18,4,4,5,10
55,7,5,9,8
15,8,8,3,10
22,6,6,8,8
23,8,6,7,8
25,3,3,1,11
20,2,3,5,10
39,1,1,2,15
36,4,4,5,9
21,5,8,4,9
90,10,10,10,11
24,3,8,9,9
42,2,2,2,9
25,6,6,6,8
45,5,5,5,11
91,1,5,5,9
34,5,5,5,9
37,3,3,5,9
25,4,4,4,10
19,6,6,6,9
33,1,1,1,9
40,2,6,4,8
19,4,8,3,8
19,2,3,3,12
20,3,5,3,9
41,1,1,5,10
19,3,3,6,14
38,4,1,4,9
31,7,5,7,11
30,10,10,10,11
25,5,8,5,11
21,8,7,7,8
23,10,10,8,9
37,3,4,3,10
26,6,6,8,8
54,9,9,5,8
25,10,10,9,9
31,9,7,9,9
34,3,8,2,14
18,1,1,1,11
27,8,5,6,11
24,10,10,10,11
25,1,8,3,15
54,3,9,10,9
27,4,3,6,13
15,4,2,8,8
37,3,4,4,13
21,2,2,4,11
21,4,5,5,8
20,5,8,5,8
26,3,3,3,14
28,8,8,8,8
28,8,8,5,10
35,5,4,4,10
15,5,6,10,8
41,5,5,5,10
27,10,9,10,10
38,10,10,5,9
40,7,7,7,10
17,3,6,8,9
24,5,5,6,14
18,2,7,5,9
22,7,8,8,10
23,2,3,5,11
34,1,7,10,10
37,5,10,10,12
27,6,6,6,12
22,1,1,1,11
47,9,9,7,8
22,4,3,4,9
29,5,5,6,9
78,5,5,5,12
19,1,7,6,11
42,7,7,8,8
49,10,10,10,9
25,10,5,10,8
28,6,6,3,10
26,10,9,9,9
40,4,10,4,9
42,3,3,5,11
30,4,2,5,8
32,8,5,8,12
19,3,7,6,8
35,8,2,5,12
21,10,10,10,13
13,9,9,10,8
50,5,5,8,8
67,9,9,1,12
25,10,10,10,8
28,10,7,10,8
24,6,8,8,10
46,5,7,10,8
14,7,7,8,11
24,6,6,7,8
20,9,6,4,13
23,1,3,1,12
29,3,3,5,13
19,5,1,10,8
20,7,8,8,10
22,10,4,9,10
51,9,7,8,9
36,9,5,9,10
18,7,5,5,11
47,7,8,9,8
22,8,5,8,8
19,5,3,10,14
26,2,4,4,11
45,10,10,5,9
26,7,7,7,8
20,5,1,8,12
24,3,3,4,10
65,4,4,4,11
28,10,4,6,10
29,2,4,5,9
62,7,7,8,8
23,6,5,10,8
44,7,5,6,9
12,8,6,6,8
24,7,7,6,12
21,8,10,10,14
24,8,6,6,8
30,6,3,3,9
24,1,1,10,11
19,3,9,9,8
33,5,9,8,12
26,2,1,2,14
38,3,3,2,15
15,7,7,6,9
20,10,10,5,8
16,4,4,5,9
20,8,8,8,14
16,7,6,7,14
64,9,9,9,10
37,10,10,10,8
31,3,3,3,11
32,3,10,10,9
40,4,5,7,12
18,3,5,3,13
25,3,3,4,13
39,3,3,5,8
56,8,8,8,12
21,5,5,5,14
28,3,8,6,8
16,5,5,5,14
29,4,1,5,14
29,3,3,5,10
20,7,2,5,12
20,7,8,2,8
26,3,5,4,9
26,9,9,9,8
22,5,5,6,8
27,5,6,10,9
82,10,9,9,9
37,6,4,7,9
24,5,5,9,14
18,3,8,9,8
35,4,4,4,13
45,8,6,7,9
17,10,1,5,14
33,8,1,7,13
25,4,7,8,9
25,6,6,6,11
27,2,2,5,9
40,7,6,7,10
44,8,8,10,15
64,9,9,8,11
22,1,1,1,10
29,10,10,10,11
35,4,5,5,13
17,7,7,8,10
37,7,5,7,9
54,5,5,5,8
26,7,7,5,10
23,5,5,3,10
32,5,5,8,9
14,3,1,5,15
19,4,1,3,10
44,6,6,7,14
31,4,4,4,8
39,6,5,5,12
17,5,4,5,12
16,4,5,7,11
50,3,3,3,10
19,1,1,1,15
45,9,4,8,11
32,8,9,8,8
39,10,10,10,12
32,8,8,8,9
34,1,1,1,15
69,5,5,5,10
31,5,5,5,9
31,2,1,3,12
46,8,5,10,13
29,7,7,10,12
42,1,5,3,13
18,5,1,5,9
30,1,3,5,9
17,9,9,8,8
83,6,6,6,8
30,8,8,6,8
40,4,4,6,9
24,7,10,8,11
26,9,9,7,12
20,6,7,6,13
16,8,8,7,11
34,4,3,4,10
27,7,5,3,13
21,5,1,10,10
19,5,8,5,9
38,4,6,4,9
19,7,1,4,12
36,4,6,5,10
19,4,3,5,14
36,8,8,8,10
39,10,10,10,10
31,10,10,9,9
78,5,5,5,8
26,2,4,4,10
22,4,5,4,10
22,1,3,5,10
21,4,4,5,11
30,4,5,6,10
53,3,2,2,10
35,3,1,2,15
28,8,8,9,10
20,3,6,8,9
31,4,4,9,8
35,1,1,1,15
25,10,9,7,15
34,7,5,5,10
17,8,4,9,8
39,6,3,4,10
25,10,6,10,10
17,5,9,7,8
32,1,1,3,10
40,8,8,8,10
28,5,5,5,10
42,10,5,10,11
21,6,2,4,10
50,8,8,9,8
32,10,10,10,10
34,10,1,10,10
42,6,6,8,9
27,10,10,8,9
29,5,5,3,10
27,6,1,3,10
20,3,5,6,8
16,8,9,7,9
26,1,1,10,8
65,7,6,6,9
29,7,7,7,13
27,5,4,5,10
21,6,4,6,10
18,8,8,9,8
30,9,5,9,11
20,1,9,9,13
27,5,5,5,11
19,10,1,9,8
52,8,7,10,9
22,5,5,5,9
18,3,3,3,10
53,5,1,5,8
32,3,5,3,12
50,4,4,5,8
63,6,3,5,11
25,1,5,5,14
53,7,7,7,10
20,5,5,6,8
47,2,2,5,10
14,4,4,8,11
21,8,8,8,15
36,6,1,8,11
83,5,6,5,8
26,5,7,7,11
27,3,5,6,13
23,1,2,1,15
17,3,3,8,12
19,9,9,4,10
25,5,5,7,9
19,5,3,5,9
61,3,3,4,14
33,6,6,5,10
19,8,10,9,9
31,5,8,6,11
21,7,6,8,10
33,6,6,6,11
19,8,8,9,10
23,5,8,10,8
58,5,5,5,10
40,6,5,5,9
26,5,6,7,10
19,8,2,9,11
25,10,10,10,12
27,6,8,7,8
42,7,7,8,8
32,4,5,4,11
20,7,8,8,8
32,4,4,5,11
21,3,3,6,11
25,5,1,2,15
18,5,5,5,11
27,4,6,6,11
44,1,3,4,9
20,3,2,1,10
34,2,2,5,10
32,10,1,10,12
20,10,10,10,8
27,6,4,6,10
17,3,3,6,9
21,8,3,3,8
41,7,7,7,12
38,8,8,7,9
20,8,10,10,8
23,2,2,2,12
32,6,6,7,9
14,4,4,4,12
21,3,3,5,9
53,7,7,8,10
13,6,7,6,12
21,7,8,7,10
28,10,10,10,9
25,5,5,7,8
35,1,1,5,13
18,7,9,9,9
62,5,8,7,8
50,10,10,9,8
33,6,6,6,8
24,2,1,2,11
56,5,5,5,15
25,7,7,6,11
28,5,6,6,9
21,2,2,2,14
12,6,9,3,8
19,5,3,5,10
47,10,10,5,11
27,6,6,6,8
21,1,6,10,9
17,8,8,1,14
40,10,1,10,15
23,4,6,8,9
43,10,8,10,8
15,6,6,9,11
47,9,4,9,9
25,5,5,3,8
16,3,5,4,9
57,0,0,0,9
24,7,8,9,10
27,5,5,5,10
31,3,2,5,13
25,10,10,10,11
14,5,10,5,9
46,5,5,5,9
51,3,3,5,12
14,4,3,8,10
23,2,7,9,9
57,7,8,8,8
26,3,1,3,9
20,5,8,7,8
41,1,1,5,8
30,4,8,7,15
23,2,8,6,14
53,7,2,4,12
30,3,8,4,8
20,6,10,6,8
30,6,2,4,13
20,5,5,8,10
24,8,5,9,9
15,3,3,8,9
30,7,7,8,11
29,2,3,3,14
25,7,7,10,12
19,8,8,9,10
26,5,5,5,13
32,6,5,5,10
36,5,1,1,12
23,3,8,8,8
15,7,7,7,10
19,5,3,4,8
67,10,10,10,15
22,10,10,8,8
26,7,7,5,8
41,7,1,7,13
28,5,1,10,11
25,3,5,4,11
35,5,5,7,9
29,8,8,8,8
32,10,10,10,15
30,7,9,7,8
40,7,7,7,8
26,1,1,1,14
30,8,5,8,10
54,8,9,9,10
24,9,9,7,13
22,1,10,10,12
27,10,8,8,10
27,8,7,7,10
33,9,9,9,15
90,6,7,6,9
27,6,6,5,12
32,6,4,5,13
23,3,3,2,9
17,5,3,7,14
21,1,5,4,14
28,9,9,8,10
23,3,5,3,10
14,4,1,10,15
12,5,2,2,11
47,6,6,6,10
54,5,5,5,8
38,3,3,3,9
24,6,6,6,8
45,7,10,6,13
16,4,4,5,8
41,10,10,10,9
21,8,8,8,8
35,3,4,5,10
15,7,5,7,8
24,8,7,9,9
38,3,1,5,15
49,10,10,10,8
24,1,1,1,14
22,7,7,9,8
18,3,5,6,10
37,4,4,4,9
56,10,10,10,15
22,5,2,10,15
26,5,1,1,10
22,8,2,10,11
27,7,6,7,8
20,6,4,5,12
33,2,3,3,14
33,8,7,9,12
24,3,5,3,8
33,7,5,4,10
18,4,8,9,8
27,9,9,9,9
20,4,4,4,10
18,5,2,3,12
33,8,5,6,13
20,8,8,9,9
28,2,10,10,12
51,5,5,7,8
27,9,2,7,9
24,6,6,6,10
32,6,6,7,13
28,1,3,1,12
22,6,6,5,10
15,9,9,9,8
36,4,2,4,12
45,5,9,10,8
28,9,8,8,10
25,5,5,5,8
25,7,7,9,10
22,4,3,3,13
28,3,5,4,12
17,5,6,8,8
20,1,2,10,15
19,7,8,7,12
25,9,9,8,10
21,8,7,6,10
30,5,5,6,13
37,10,10,10,9
23,7,6,8,9
20,4,10,7,10
18,6,6,7,12
63,1,1,1,13
30,5,5,10,9
20,10,10,9,9
22,5,5,10,11
38,3,3,8,9
30,4,4,6,13
14,7,7,7,9
22,1,3,4,13
22,1,10,3,15
21,6,6,6,8
22,4,1,2,8
23,2,5,3,11
13,7,7,7,11
28,10,6,9,11
73,5,7,4,9
30,3,3,6,9
42,4,3,5,8
22,9,9,8,9
29,7,7,5,8
30,5,5,7,10
65,8,8,7,10
25,7,9,9,8
25,8,10,5,8
36,5,5,6,14
17,2,2,5,8
24,5,5,6,13
62,10,10,10,8
21,1,5,10,10
30,6,6,5,10
32,5,4,4,9
33,4,5,4,12
57,7,7,7,10
21,4,2,5,8
24,4,3,5,14
27,4,4,4,9
24,7,7,9,11
20,8,8,5,8
50,5,5,5,8
27,9,10,10,13
22,8,9,8,8
59,5,5,5,9
46,3,8,2,8
34,5,10,8,9
44,5,5,10,14
28,5,4,5,9
16,9,6,10,9
33,10,2,10,15
28,10,6,6,9
13,1,3,2,9
21,7,7,7,9
23,9,9,3,12
50,9,9,10,9
23,2,1,2,15
40,8,6,8,8
39,3,2,5,14
37,6,6,6,13
24,5,3,8,11
39,1,2,3,15
33,10,8,10,8
21,5,6,5,11
30,1,3,3,8
21,9,9,8,10
19,8,10,9,9
22,10,4,8,10
27,4,8,7,8
38,7,7,7,8
32,2,1,3,15
29,7,10,10,8
17,4,4,3,9
37,5,5,5,10
55,8,8,7,8
19,1,1,2,14
14,9,9,5,8
19,7,10,10,11
12,1,1,1,12
19,10,10,10,10
31,6,5,5,9
24,3,2,5,11
26,5,5,7,10
25,6,6,8,13
12,4,8,5,8
18,9,8,7,10
19,5,3,8,13
60,9,9,8,8
24,8,10,7,9
37,8,5,8,8
32,1,4,5,15
14,5,4,4,8
19,3,7,5,10
26,2,2,5,11
24,8,5,5,12
39,5,10,5,9
20,1,1,5,15
28,9,9,10,13
21,6,4,4,13
19,5,9,8,14
26,8,8,8,8
33,3,3,5,13
21,3,5,2,10
17,10,6,10,8
21,9,10,10,15
13,3,2,6,8
17,4,7,8,11
22,4,4,5,9
18,4,4,5,8
43,6,3,6,9
34,6,8,7,11
17,5,3,4,9
30,1,6,7,13
17,1,5,3,12
25,4,4,10,11
30,7,8,8,10
61,5,1,10,12
38,5,5,8,13
76,8,8,8,8
21,7,7,8,10
20,2,1,1,10
29,5,8,3,12
28,4,4,4,12
42,5,10,9,8
37,5,5,8,9
55,8,7,8,8
15,10,4,10,8
25,3,3,8,10
26,10,10,8,11
37,3,3,2,9
44,8,8,8,13
44,1,6,6,8
19,2,2,2,13
19,1,9,7,10
44,9,9,7,9
37,10,8,10,9
59,1,1,1,15
46,5,8,6,9
33,7,7,8,10
15,1,5,8,9
69,3,3,5,11
22,7,8,5,11
24,3,2,3,8
60,10,8,8,9
19,10,10,10,13
49,5,5,7,8
31,1,2,5,11
15,4,4,4,13
19,8,8,8,13
22,5,3,4,10
20,10,10,9,8
20,4,5,7,10
23,7,4,7,12
19,10,8,5,12
22,5,10,5,8
65,5,5,4,8
18,4,6,5,8
34,4,4,6,8
24,7,3,8,10
52,7,5,5,8
65,7,7,7,8
30,9,8,9,9
34,8,8,6,8
14,6,7,7,10
31,5,5,5,10
28,5,5,1,8
15,1,3,9,10
63,10,1,1,12
32,3,10,5,12
33,3,3,9,8
22,3,3,3,8
38,10,10,8,9
47,9,2,3,10
23,1,4,1,15
23,9,9,8,9
17,6,6,7,9
17,1,1,1,14
42,7,8,7,8
15,5,2,5,10
17,3,1,3,12
17,1,1,5,10
42,4,6,6,9
44,6,6,6,9
37,1,1,10,14
19,2,8,2,14
34,4,4,6,13
43,2,1,2,11
33,10,5,10,8
44,10,10,10,15
42,10,7,10,8
21,5,7,7,12
24,7,7,8,10
34,6,6,8,10
34,9,9,8,8
21,10,10,5,9
32,5,5,5,10
24,10,10,9,8
23,5,2,6,13
41,10,10,10,8
17,3,3,2,10
22,8,7,7,11
34,7,6,7,9
25,5,5,10,15
26,7,6,7,13
21,7,7,3,8
20,8,8,10,9
68,6,6,6,8
55,1,1,1,15
14,8,8,8,9
23,10,10,10,11
36,10,10,10,10
19,2,1,8,12
34,4,4,4,15
32,5,5,6,8
27,10,6,10,11
19,5,10,10,9
44,1,1,5,15
22,4,4,5,9
45,4,5,7,11
18,9,5,10,9
40,4,4,6,10
35,1,1,1,14
30,2,7,1,15
32,2,10,10,12
22,5,5,9,9
28,5,8,6,8
45,4,4,4,9
70,10,10,10,9
20,3,6,4,11
20,5,4,6,10
36,8,10,10,8
76,5,10,9,8
20,10,9,9,8
29,3,1,3,9
29,5,5,5,10
30,5,5,10,9
33,4,4,5,11
18,1,3,1,14
29,5,1,10,11
26,5,3,3,10
24,1,1,1,15
19,5,4,10,11
31,5,5,7,9
22,4,4,5,10
35,7,7,7,10
30,4,3,5,10
33,7,5,7,10
19,2,3,1,11
53,2,1,2,8
37,5,8,8,15
22,5,5,4,13
42,3,5,5,9
37,10,5,9,8
30,9,5,9,10
18,9,7,7,9
64,8,5,8,10
23,2,3,2,12
24,9,6,5,8
40,10,10,10,8
27,8,8,3,12
66,9,8,8,10
24,7,7,7,10
48,7,9,7,8
26,6,8,7,10
14,2,2,10,11
21,8,4,7,10
27,5,5,7,14
24,10,1,5,10
33,3,3,3,8
47,4,4,4,10
25,8,8,7,8
27,6,4,5,14
15,8,7,10,8
37,8,7,7,9
28,3,4,2,10
45,9,10,10,8
38,8,10,8,12
30,6,3,5,13
19,3,3,4,10
25,5,3,4,15
33,8,9,10,8
31,3,4,5,10
23,3,3,4,12
30,4,4,4,13
67,9,8,7,11
20,10,5,6,12
13,7,3,5,9
21,5,9,5,10
13,5,4,8,8
27,8,8,5,12
70,7,7,7,8
24,4,4,7,9
16,5,5,1,13
20,3,5,5,13
15,2,2,4,12
57,10,10,10,8
31,2,6,2,13
21,3,7,8,8
46,8,8,9,8
27,5,2,5,8
16,4,4,7,9
20,8,9,9,8
13,6,5,8,13
24,4,3,5,11
27,5,5,5,12
69,6,6,6,11
31,2,2,2,15
31,5,6,6,11
13,10,2,10,9
24,10,5,5,15
27,10,9,10,10
13,5,2,8,8
38,6,6,6,15
38,6,8,7,8
28,4,4,4,8
26,10,5,5,8
36,9,9,9,10
23,4,4,4,11
15,5,3,6,8
18,1,10,5,11
28,3,1,2,12
27,1,4,4,11
38,10,10,10,9
24,3,1,2,12
35,5,5,10,11
18,3,4,2,8
29,5,2,10,8
35,5,7,4,10
23,5,5,3,11
34,1,1,1,14
25,8,2,8,11
21,6,8,6,11
19,4,4,7,12
24,6,6,6,9
41,6,10,10,8
54,5,8,9,8
24,7,5,8,9
20,4,5,5,12
19,10,10,10,8
43,5,3,6,8
23,3,3,6,8
28,2,2,5,11
20,7,6,7,8
35,5,6,6,13
88,2,2,2,15
32,10,10,10,8
18,6,6,6,9
21,2,4,8,11
30,7,9,9,10
55,1,1,1,15
85,1,5,5,8
19,8,1,2,8
36,1,1,10,12
19,8,7,7,10
38,5,7,7,10
15,3,8,4,8
15,5,5,10,8
41,8,8,8,8
49,10,10,10,10
39,7,8,8,11
29,6,8,9,13
23,3,3,4,11
30,3,1,4,13
68,5,5,5,8
25,3,1,5,9
19,5,2,3,9
21,2,1,2,12
14,4,3,6,11
25,3,3,4,9
19,3,7,7,9
23,0,0,0,12
23,3,3,1,14
26,7,8,6,10
24,4,4,6,13
31,8,8,9,8
21,5,4,4,10
28,8,8,6,8
13,10,10,10,10
19,5,6,6,12
17,4,4,3,11
50,4,3,10,9
36,7,8,7,13
19,9,9,9,8
27,10,10,10,15
30,5,5,3,9
32,8,8,8,11
17,6,3,10,12
34,5,5,5,13
16,8,8,10,8
24,7,7,7,10
24,3,4,5,10
55,9,10,10,12
44,4,5,5,9
38,5,5,7,8
22,3,3,5,12
28,7,7,6,11
44,0,0,0,15
35,8,8,9,9
23,1,7,10,12
22,7,7,8,8
19,1,3,1,14
27,4,8,7,8
47,4,4,6,8
36,2,2,2,9
25,6,6,5,8
23,4,4,4,14
25,6,6,6,12
26,7,3,8,10
33,10,10,10,8
28,10,1,10,10
25,5,5,5,8
51,5,5,9,9
17,6,6,5,8
24,8,6,7,10
27,5,1,5,14
27,8,8,5,9
23,9,1,10,11
27,9,8,8,8
29,2,8,3,14
23,9,9,8,10
45,5,8,10,9
31,5,5,5,8
40,5,3,10,12
23,10,10,8,11
27,5,5,4,14
19,9,9,8,11
30,1,1,6,11
31,10,10,10,11
63,7,6,7,8
22,5,5,5,9
27,8,8,10,12
21,2,1,8,14
24,4,4,3,13
26,2,2,6,8
38,7,9,7,10
45,3,1,2,11
44,4,7,7,13
15,9,5,10,9
15,5,6,7,14
23,6,6,8,10
18,1,10,10,15
28,4,8,5,12
27,3,10,5,11
40,5,5,10,10
38,5,4,4,14
21,5,5,5,12
15,9,5,5,9
19,1,8,10,13
20,1,7,9,11
35,8,8,8,8
19,5,3,5,11
53,2,5,6,8
23,8,2,7,12
41,3,10,8,11
19,3,10,5,10
31,10,10,10,8
23,3,8,5,14
21,4,4,4,8
21,4,4,10,10
35,7,8,7,14
25,4,2,5,8
22,1,5,5,13
24,8,8,4,8
37,8,8,10,10
22,5,5,5,9
58,9,9,9,14
26,2,2,4,10
38,8,2,10,13
31,6,7,6,11
26,2,2,8,8
21,3,3,4,13
50,5,6,6,9
25,3,3,4,8
39,5,5,1,9
33,10,10,10,8
24,2,5,6,9
28,10,10,9,9
24,4,2,5,9
35,7,7,7,10
18,6,5,4,11
22,5,10,1,8
16,1,3,7,12
31,8,6,9,12
34,7,10,8,9
27,1,1,7,11
26,10,10,10,9
21,4,2,8,11
16,5,10,10,8
26,7,5,6,14
19,3,5,2,8
31,10,5,5,12
76,7,7,6,10
18,9,8,8,10
31,5,5,5,8
34,7,7,7,14
31,6,5,5,10
24,8,8,9,12
38,5,5,4,13
16,4,4,6,8
30,4,5,5,11
27,8,4,9,11
27,1,1,7,10
21,5,10,6,10
42,4,8,8,10
20,8,8,5,12
21,1,6,4,11
37,7,5,8,9
34,5,8,8,13
41,8,8,9,12
38,7,7,7,8
39,5,5,5,8
26,10,10,9,8
52,10,4,5,10
20,7,7,8,11
16,5,5,5,9
20,7,8,6,11
25,5,10,10,9
27,3,2,4,11
49,8,8,8,9
50,7,5,8,9
22,4,4,7,12
31,10,10,7,8
37,5,5,6,11
17,3,2,10,15
33,8,8,8,10
25,7,4,5,12
40,8,7,8,8
44,3,6,7,9
17,4,4,4,9
23,5,1,9,15
24,3,1,2,10
58,10,10,10,15
20,10,10,10,15
21,2,1,1,15
23,5,2,3,12
27,5,7,7,9
30,1,4,4,13
21,10,1,5,13
29,5,5,4,8
24,6,6,8,8
29,1,1,3,15
25,5,7,7,11
28,9,9,6,9
33,1,1,2,15
24,10,10,10,15
13,1,1,5,10
32,1,1,3,15
35,7,7,8,8
36,7,8,7,8
27,8,5,6,9
23,10,7,9,8
29,5,5,5,14
18,7,5,7,8
19,5,10,10,9
27,5,5,6,10
29,1,1,1,13
29,9,2,7,9
17,5,4,6,9
17,5,4,8,8
25,3,3,3,15
30,8,3,3,14
20,6,5,6,8
23,2,1,1,15
21,5,5,5,9
54,5,5,6,11
18,5,9,8,9
46,2,2,1,12
23,6,6,6,8
23,9,10,10,8
17,4,6,7,11
20,1,2,2,9
27,1,1,10,15
21,9,10,8,8
23,7,8,10,14
39,8,5,8,11
42,10,10,8,8
30,6,7,6,9
33,10,5,10,10
24,9,8,8,8
27,4,6,7,15
31,5,4,4,8
53,8,8,9,10
27,1,3,5,13
19,8,6,9,9
56,10,5,8,9
16,3,4,4,15
30,9,3,9,9
17,9,7,9,8
36,10,5,10,8
24,10,10,10,9
36,5,7,8,9
32,9,7,9,9
36,10,2,5,13
22,4,8,8,9
46,10,8,8,12
18,6,8,8,8
17,1,3,3,12
26,5,10,5,13
23,4,4,6,10
24,8,8,8,10
22,5,8,8,9
23,7,6,7,11
32,9,6,9,8
59,8,8,8,9
29,7,7,8,8
33,3,3,3,8
33,7,8,4,11
14,6,8,9,8
23,7,7,8,8
26,5,1,4,13
22,1,1,7,13
32,8,4,7,11
63,2,2,5,10
16,5,8,7,10
21,3,3,3,8
59,6,7,6,8
39,2,2,4,9
20,6,6,7,10
28,7,6,6,13
39,5,1,10,10
57,4,8,6,8
16,7,10,10,8
20,5,5,5,8
51,4,2,1,14
29,6,10,5,10
19,10,10,10,13
33,3,3,5,13
26,3,8,6,11
25,8,8,7,8
23,4,9,10,8
16,5,5,3,8
30,5,5,6,13
48,6,1,8,8
24,1,1,1,15
29,8,7,8,8
20,1,1,1,13
28,7,7,8,8
22,1,7,7,11
23,3,2,3,8
50,10,10,10,8
13,1,5,3,11
24,1,1,1,11
26,4,4,5,10
19,5,5,5,10
48,2,5,3,8
14,4,5,3,14
30,5,8,5,8
53,7,7,7,9
12,3,2,3,12
25,3,5,4,10
25,5,5,5,8
25,5,1,5,8
27,3,5,3,9
33,6,5,4,10
85,9,9,8,11
27,9,9,9,10
20,8,4,7,10
22,2,2,5,10
27,2,2,2,13
42,6,4,5,11
20,5,7,6,10
20,9,5,8,11
52,5,5,5,8
27,5,5,5,10
54,6,6,6,11
15,5,3,3,8
21,8,8,7,9
21,4,4,9,8
33,1,1,8,8
46,6,10,6,9
21,6,8,3,9
28,3,1,6,14
17,1,2,2,14
29,2,2,2,12
28,10,10,10,8
26,1,5,8,11
26,3,4,2,10
23,9,10,10,9
27,4,4,4,10
32,7,8,10,8
47,8,8,8,12
23,3,3,4,8
42,4,5,4,8
42,10,3,4,10
28,5,5,7,10
30,4,4,6,8
28,10,10,7,10
23,5,2,9,11
36,5,5,5,8
19,10,5,5,8
25,3,3,3,12
31,1,1,1,14
50,8,9,4,8
26,9,9,9,10
17,7,7,10,8
18,6,6,7,9
53,1,1,1,14
22,4,4,4,14
25,1,1,1,15
40,5,5,8,8
79,7,9,8,8
35,5,6,6,10
20,7,6,6,8
45,9,10,10,11
19,5,5,5,12
45,6,7,8,8
16,10,10,10,9
28,4,10,10,8
26,1,1,1,13
18,3,3,4,10
19,5,6,5,14
25,9,7,9,11
23,1,5,6,11
54,8,7,9,8
21,5,5,8,11
32,8,8,10,9
19,4,8,10,10
42,10,10,10,9
23,2,5,2,10
15,6,5,10,8
19,4,4,8,10
19,3,4,3,10
28,5,5,7,11
30,10,10,10,11
17,6,6,8,8
40,2,2,5,8
15,3,2,2,10
21,3,1,5,9
56,6,5,6,8
15,2,3,3,10
62,8,8,8,10
19,10,10,7,11
24,10,6,8,10
28,5,5,7,10
20,1,1,8,10
40,3,3,5,12
21,10,10,8,9
54,6,8,5,8
16,5,5,6,8
16,8,8,7,10
16,6,6,7,9
53,6,6,7,8
23,7,1,2,12
44,10,10,10,9
27,6,5,5,12
29,2,2,9,10
23,4,4,4,11
35,6,7,7,10
32,5,5,5,10
17,4,4,4,10
26,2,3,5,8
21,5,2,5,11
26,8,5,8,9
32,5,5,5,8
23,7,10,10,13
26,1,4,5,12
23,1,2,3,12
21,10,10,10,8
41,4,3,3,11
23,6,6,6,9
16,1,3,3,11
55,6,6,7,8
29,7,7,6,11
20,3,5,7,11
21,9,7,5,15
27,10,1,5,12
25,7,10,10,9
50,8,8,8,8
28,6,6,6,9
33,4,6,8,8
37,7,6,9,8
29,4,7,6,10
20,1,1,1,12
27,8,6,6,10
26,3,2,5,14
29,3,3,5,13
36,5,5,8,11
61,10,6,5,8
66,8,8,5,11
36,8,8,9,8
52,9,10,10,8
21,4,7,6,10
46,4,6,6,8
40,3,3,3,12
16,1,7,5,11
27,6,6,5,13
